student_id,attention_score,confusion_score,boredom_score,cognitive_overload_score,lstm_prediction,gru_prediction,cnn_prediction,ensemble_prediction,risk_category
396,16.148096,83.851906,43.333333333333336,101.66666666666666,0.98701733,0.97917163,0.54936814,0.83851904,High Risk
397,91.13065,8.8693495,10.0,60.0,0.095832884,0.096488096,0.07375949,0.08869349,Low Risk
399,66.91408,33.085915,19.230769230769234,67.3076923076923,0.4318674,0.5606137,9.6363314e-05,0.33085915,Moderate Risk
401,90.30406,9.695941,20.0,47.5,0.07917795,0.13432214,0.07737816,0.09695941,Low Risk
402,39.638596,60.361404,0.0,60.0,0.5709715,0.6983519,0.5415188,0.60361403,Moderate Risk
403,93.69498,6.305022,6.0,39.0,0.066819206,0.12233046,9.832306e-07,0.06305022,Low Risk
404,88.82353,11.176467,6.0,36.0,0.13406439,0.20122959,2.1556348e-08,0.11176467,Low Risk
405,19.15052,80.84948,43.333333333333336,85.00000000000001,0.98357576,0.98277825,0.45913044,0.8084948,High Risk
406,83.21867,16.78133,0.0,44.0,0.30840325,0.19164602,0.0033906375,0.1678133,Low Risk
407,56.912315,43.08769,18.0,67.0,0.5165749,0.7522461,0.023809642,0.43087688,Moderate Risk
408,45.25833,54.74167,18.181818181818183,81.81818181818181,0.31385362,0.41193953,0.9164569,0.5474167,Moderate Risk
410,89.10152,10.898486,0.0,38.095238095238095,0.15935373,0.12570968,0.041891165,0.10898486,Low Risk
411,79.03287,20.967133,0.0,50.0,0.28629223,0.27558902,0.06713271,0.20967132,Low Risk
412,88.64614,11.353863,0.0,42.85714285714286,0.21333058,0.12728532,1.3361595e-10,0.11353863,Low Risk
414,64.109634,35.890366,25.0,55.00000000000001,0.62222445,0.45448646,0.0,0.35890365,Moderate Risk
415,95.055336,4.944666,2.127659574468085,70.2127659574468,0.06990275,0.0784372,1.9166361e-08,0.049446657,Low Risk
416,96.94911,3.0508904,0.0,43.00000000000001,0.06357035,0.027956363,0.0,0.030508906,Low Risk
417,82.301865,17.698137,10.0,75.0,0.24680994,0.1830009,0.10113329,0.17698137,Low Risk
422,83.30883,16.691174,20.0,61.25000000000001,0.23612657,0.25152892,0.013079732,0.16691174,Low Risk
424,79.41957,20.580431,10.0,50.0,0.01897077,0.056749124,0.54169303,0.2058043,Low Risk
425,47.65254,52.34746,4.0,60.0,0.19279474,0.45043176,0.9271973,0.52347463,Moderate Risk
427,45.998413,54.001587,10.0,67.5,0.60370874,0.87556994,0.14076892,0.5400159,Moderate Risk
428,58.538914,41.46109,16.0,49.0,0.71835804,0.51857847,0.0068961075,0.4146109,Moderate Risk
429,94.362816,5.6371813,8.0,37.0,0.09099965,0.0781153,4.881087e-07,0.05637181,Low Risk
431,86.9663,13.033702,4.0,39.0,0.22764777,0.16336326,1.4985445e-13,0.13033701,Low Risk
432,87.146736,12.853267,10.0,35.0,0.13594814,0.24964985,0.0,0.12853266,Low Risk
435,81.7032,18.2968,4.166666666666666,54.16666666666667,0.20166175,0.34723815,4.1217363e-06,0.182968,Low Risk
437,77.8043,22.195704,41.17647058823529,73.52941176470588,0.33421713,0.32573608,0.0059178476,0.22195703,Low Risk
439,75.6488,24.351198,14.285714285714285,28.57142857142857,0.31361973,0.4169162,2.3029766e-10,0.24351197,Low Risk
441,97.59254,2.4074638,2.0,36.0,0.015599515,0.021506004,0.035118394,0.024074638,Low Risk
